request_id,client_prefix_start_timestamp,client_prefix_end_timestamp,client_insert_start_timestamp,client_insert_end_timestamp,prefix_match_total_duration,insert_total_duration,total_request_time_duration
48,1744670945.6609104,1744670945.663186,1744670945.6633492,1744670945.665347,0.002275705337524414,0.0019979476928710938,0.0044367313385009766
49,1744670945.6657956,1744670945.6679513,1744670945.6680138,1744670945.6702075,0.002155780792236328,0.0021936893463134766,0.004411935806274414
50,1744670945.670578,1744670945.6727843,1744670945.6728454,1744670945.6748672,0.0022063255310058594,0.00202178955078125,0.004289150238037109
51,1744670945.6752543,1744670945.677306,1744670945.6773655,1744670945.6794477,0.0020515918731689453,0.0020821094512939453,0.004193305969238281
52,1744670945.6797917,1744670945.681846,1744670945.6819048,1744670945.6839557,0.0020542144775390625,0.0020508766174316406,0.004163980484008789
53,1744670945.6842914,1744670945.6863294,1744670945.686389,1744670945.6885087,0.0020380020141601562,0.002119779586791992,0.004217386245727539
54,1744670945.6888707,1744670945.6909778,1744670945.6910453,1744670945.6931405,0.0021071434020996094,0.0020952224731445312,0.004269838333129883
55,1744670945.6934738,1744670945.6957674,1744670945.6958282,1744670945.6978345,0.0022935867309570312,0.0020062923431396484,0.004360675811767578
56,1744670945.6981912,1744670945.700417,1744670945.7004786,1744670945.702677,0.0022258758544921875,0.002198457717895508,0.0044858455657958984
57,1744670945.703118,1744670945.705124,1744670945.7051826,1744670945.707277,0.0020058155059814453,0.0020945072174072266,0.004158973693847656
58,1744670945.7076504,1744670945.7098107,1744670945.7098718,1744670945.7119117,0.002160310745239258,0.0020399093627929688,0.0042612552642822266
59,1744670945.7122526,1744670945.7142553,1744670945.7143173,1744670945.7166283,0.002002716064453125,0.0023109912872314453,0.0043756961822509766
60,1744670945.71698,1744670945.7190366,1744670945.7190976,1744670945.7211185,0.002056598663330078,0.0020208358764648438,0.004138469696044922
61,1744670945.7214496,1744670945.724402,1744670945.7244685,1744670945.7271593,0.0029523372650146484,0.0026907920837402344,0.005709648132324219
62,1744670945.7274935,1744670945.7296326,1744670945.7296934,1744670945.7319343,0.0021390914916992188,0.002240896224975586,0.004440784454345703
63,1744670945.7322817,1744670945.7343404,1744670945.734399,1744670945.7367916,0.002058744430541992,0.0023925304412841797,0.004509925842285156
64,1744670945.7371368,1744670945.7393172,1744670945.7393992,1744670945.7415845,0.002180337905883789,0.002185344696044922,0.0044476985931396484
65,1744670945.7419178,1744670945.744046,1744670945.744117,1744670945.7463224,0.002128124237060547,0.002205371856689453,0.004404544830322266
66,1744670945.7466524,1744670945.7488835,1744670945.7489638,1744670945.7511203,0.002231121063232422,0.002156496047973633,0.004467964172363281
67,1744670945.7515643,1744670945.7536232,1744670945.7536821,1744670945.7558126,0.0020589828491210938,0.0021305084228515625,0.004248380661010742
68,1744670945.7561524,1744670945.7582428,1744670945.7583008,1744670945.7605028,0.0020904541015625,0.0022020339965820312,0.004350423812866211
69,1744670945.7608404,1744670945.7629158,1744670945.762975,1744670945.765137,0.0020754337310791016,0.0021619796752929688,0.004296541213989258
70,1744670945.7656262,1744670945.7677941,1744670945.7678528,1744670945.770253,0.002167940139770508,0.0024001598358154297,0.004626750946044922
71,1744670945.770602,1744670945.772727,1744670945.7727985,1744670945.7749062,0.0021250247955322266,0.0021076202392578125,0.004304170608520508
72,1744670945.7752414,1744670945.7773573,1744670945.7774265,1744670945.779783,0.002115964889526367,0.0023565292358398438,0.004541635513305664
73,1744670945.7801235,1744670945.782188,1744670945.7822442,1744670945.784354,0.0020644664764404297,0.0021097660064697266,0.004230499267578125
74,1744670945.7846885,1744670945.7867522,1744670945.786808,1744670945.7892559,0.002063751220703125,0.002447843551635742,0.004567384719848633
75,1744670945.7896047,1744670945.7916613,1744670945.7917182,1744670945.7937024,0.002056598663330078,0.001984119415283203,0.004097700119018555
76,1744670945.7940319,1744670945.7962291,1744670945.7963843,1744670945.7983427,0.002197265625,0.0019583702087402344,0.0043108463287353516
77,1744670945.798671,1744670945.80085,1744670945.8009126,1744670945.802966,0.0021789073944091797,0.002053499221801758,0.0042951107025146484
78,1744670945.8032966,1744670945.8053608,1744670945.805419,1744670945.8074806,0.002064228057861328,0.002061605453491211,0.00418400764465332
79,1744670945.8078246,1744670945.8107853,1744670945.8108513,1744670945.8130262,0.002960681915283203,0.002174854278564453,0.005201578140258789
80,1744670945.8133588,1744670945.8154025,1744670945.8154624,1744670945.817702,0.0020437240600585938,0.002239704132080078,0.004343271255493164
81,1744670945.818119,1744670945.8205838,1744670945.8206468,1744670945.8226647,0.002464771270751953,0.002017974853515625,0.004545688629150391
82,1744670945.8230412,1744670945.8250606,1744670945.825133,1744670945.8273718,0.0020194053649902344,0.002238750457763672,0.004330635070800781
83,1744670945.8278267,1744670945.830271,1744670945.8303323,1744670945.8324401,0.0024442672729492188,0.002107858657836914,0.004613399505615234
84,1744670945.8327737,1744670945.83479,1744670945.8348472,1744670945.8369057,0.002016305923461914,0.0020585060119628906,0.00413203239440918
85,1744670945.837236,1744670945.839417,1744670945.8394773,1744670945.8416471,0.0021810531616210938,0.0021698474884033203,0.004411220550537109
86,1744670945.8420048,1744670945.8440423,1744670945.8441007,1744670945.8463795,0.002037525177001953,0.0022788047790527344,0.00437474250793457
87,1744670945.8468506,1744670945.8490448,1744670945.849107,1744670945.8515637,0.0021941661834716797,0.0024566650390625,0.0047130584716796875
88,1744670945.8519304,1744670945.8544815,1744670945.8545556,1744670945.8566947,0.0025510787963867188,0.0021390914916992188,0.0047643184661865234
89,1744670945.8570657,1744670945.8596654,1744670945.8597496,1744670945.8618171,0.0025997161865234375,0.00206756591796875,0.004751443862915039
90,1744670945.8621924,1744670945.867063,1744670945.8671272,1744670945.869332,0.00487065315246582,0.00220489501953125,0.007139682769775391
91,1744670945.869711,1744670945.871893,1744670945.8719547,1744670945.8743696,0.0021820068359375,0.0024149417877197266,0.004658699035644531
92,1744670945.8747184,1744670945.8767788,1744670945.8768415,1744670945.8790658,0.002060413360595703,0.0022242069244384766,0.004347324371337891
93,1744670945.8794415,1744670945.8815682,1744670945.8816285,1744670945.883986,0.0021266937255859375,0.00235748291015625,0.004544496536254883
94,1744670945.8843334,1744670945.8864217,1744670945.8864825,1744670945.8886316,0.002088308334350586,0.0021491050720214844,0.004298210144042969
95,1744670945.8889713,1744670945.8912168,1744670945.8912942,1744670945.893488,0.0022454261779785156,0.0021936893463134766,0.0045166015625
96,1744670945.8938227,1744670945.8962362,1744670945.8963044,1744670945.8987758,0.002413511276245117,0.002471446990966797,0.004953145980834961
97,1744670945.8991563,1744670945.901387,1744670945.9014497,1744670945.903774,0.0022306442260742188,0.002324342727661133,0.0046176910400390625
98,1744670945.904127,1744670945.9063575,1744670945.9064188,1744670945.9085822,0.0022306442260742188,0.002163410186767578,0.0044553279876708984
99,1744670945.9089231,1744670945.9111838,1744670945.9112487,1744670945.9137504,0.0022606849670410156,0.0025017261505126953,0.004827260971069336
100,1744670945.9141967,1744670945.916292,1744670945.9163535,1744670945.9185345,0.0020952224731445312,0.0021810531616210938,0.004337787628173828
101,1744670945.918904,1744670945.921179,1744670945.9212573,1744670945.9236,0.0022749900817871094,0.002342700958251953,0.004695892333984375
102,1744670945.9239855,1744670945.9267223,1744670945.9268675,1744670945.929332,0.002736806869506836,0.0024645328521728516,0.005346536636352539
103,1744670945.929906,1744670945.9335992,1744670945.933673,1744670945.936292,0.0036933422088623047,0.002619028091430664,0.0063860416412353516
104,1744670945.9366362,1744670945.9390504,1744670945.9392345,1744670945.9415133,0.002414226531982422,0.0022788047790527344,0.0048770904541015625
105,1744670945.9418504,1744670945.944221,1744670945.9442918,1744670945.946615,0.002370595932006836,0.002323150634765625,0.004764556884765625
106,1744670945.9469845,1744670945.9495049,1744670945.9495766,1744670945.9521582,0.002520322799682617,0.0025815963745117188,0.005173683166503906
107,1744670945.9525313,1744670945.9549365,1744670945.955001,1744670945.957525,0.0024051666259765625,0.0025238990783691406,0.0049936771392822266
108,1744670945.9578624,1744670945.960522,1744670945.9605885,1744670945.9633064,0.0026595592498779297,0.0027179718017578125,0.005444049835205078
109,1744670945.9637752,1744670945.9660873,1744670945.9661486,1744670945.9688606,0.002312183380126953,0.0027120113372802734,0.005085468292236328
110,1744670945.969214,1744670945.9716685,1744670945.971737,1744670945.974036,0.002454519271850586,0.002299070358276367,0.0048220157623291016
111,1744670945.9745283,1744670945.9768844,1744670945.9769468,1744670945.9793916,0.0023560523986816406,0.002444744110107422,0.004863262176513672
112,1744670945.9798307,1744670945.9820886,1744670945.9821568,1744670945.9846005,0.002257823944091797,0.0024437904357910156,0.004769802093505859
113,1744670945.984983,1744670945.9872754,1744670945.9873364,1744670945.989649,0.0022923946380615234,0.0023126602172851562,0.00466609001159668
114,1744670945.9900038,1744670945.9923694,1744670945.992431,1744670945.9947782,0.002365589141845703,0.002347230911254883,0.004774332046508789
115,1744670945.9951828,1744670945.9974911,1744670945.9975755,1744670946.000056,0.002308368682861328,0.0024805068969726562,0.0048732757568359375
116,1744670946.0004056,1744670946.0026002,1744670946.00266,1744670946.0050654,0.002194643020629883,0.002405405044555664,0.004659891128540039
117,1744670946.0054772,1744670946.0079324,1744670946.0080047,1744670946.0103598,0.0024552345275878906,0.0023550987243652344,0.0048825740814208984
118,1744670946.0107005,1744670946.013572,1744670946.0136402,1744670946.0160992,0.0028715133666992188,0.0024590492248535156,0.005398750305175781
119,1744670946.0164683,1744670946.018618,1744670946.0186818,1744670946.0210733,0.002149820327758789,0.0023915767669677734,0.00460505485534668
120,1744670946.0214384,1744670946.023705,1744670946.0237656,1744670946.0260615,0.0022666454315185547,0.002295970916748047,0.0046231746673583984
121,1744670946.0264146,1744670946.0287352,1744670946.028804,1744670946.031212,0.002320528030395508,0.0024080276489257812,0.004797458648681641
122,1744670946.03158,1744670946.0344176,1744670946.0344815,1744670946.0373027,0.002837657928466797,0.002821207046508789,0.005722761154174805
123,1744670946.0376563,1744670946.0402892,1744670946.0403528,1744670946.0429165,0.0026328563690185547,0.0025637149810791016,0.0052602291107177734
124,1744670946.0432627,1744670946.0470574,1744670946.0471325,1744670946.0501666,0.0037946701049804688,0.0030341148376464844,0.006903886795043945
125,1744670946.0505168,1744670946.0529823,1744670946.0530462,1744670946.0554564,0.002465486526489258,0.0024101734161376953,0.004939556121826172
126,1744670946.0558193,1744670946.0580614,1744670946.058121,1744670946.0607026,0.0022420883178710938,0.0025815963745117188,0.004883289337158203
127,1744670946.0611653,1744670946.0634289,1744670946.0634906,1744670946.0657337,0.0022635459899902344,0.0022430419921875,0.004568338394165039
128,1744670946.0660741,1744670946.068335,1744670946.0684035,1744670946.070987,0.002260923385620117,0.0025835037231445312,0.004912853240966797
129,1744670946.0713768,1744670946.073539,1744670946.0736027,1744670946.0759091,0.0021622180938720703,0.0023064613342285156,0.004532337188720703
130,1744670946.0762563,1744670946.0784516,1744670946.0785108,1744670946.081055,0.0021953582763671875,0.0025441646575927734,0.0047986507415771484
131,1744670946.08165,1744670946.0838773,1744670946.0839622,1744670946.0861704,0.002227306365966797,0.002208232879638672,0.004520416259765625
132,1744670946.0865235,1744670946.0888042,1744670946.0888665,1744670946.0914145,0.002280712127685547,0.0025479793548583984,0.004890918731689453
133,1744670946.091878,1744670946.0940788,1744670946.0941558,1744670946.0966465,0.0022008419036865234,0.0024907588958740234,0.0047686100006103516
134,1744670946.0972004,1744670946.0994902,1744670946.099581,1744670946.101989,0.0022897720336914062,0.0024080276489257812,0.004788637161254883
135,1744670946.102326,1744670946.1046853,1744670946.104747,1744670946.1071095,0.0023593902587890625,0.002362489700317383,0.00478363037109375
136,1744670946.1075032,1744670946.1098008,1744670946.1099997,1744670946.112418,0.002297639846801758,0.0024182796478271484,0.004914760589599609
137,1744670946.1128476,1744670946.1151664,1744670946.1152291,1744670946.1175706,0.002318859100341797,0.0023415088653564453,0.004723072052001953
138,1744670946.1179695,1744670946.1204357,1744670946.1204991,1744670946.122853,0.0024662017822265625,0.0023539066314697266,0.004883527755737305
139,1744670946.123237,1744670946.1255333,1744670946.125598,1744670946.1279397,0.00229644775390625,0.002341747283935547,0.00470280647277832
140,1744670946.1282995,1744670946.130495,1744670946.1305552,1744670946.132806,0.002195596694946289,0.0022509098052978516,0.004506587982177734
141,1744670946.1331692,1744670946.135915,1744670946.1359904,1744670946.1381602,0.0027458667755126953,0.0021698474884033203,0.004991054534912109
142,1744670946.1385088,1744670946.140743,1744670946.1408033,1744670946.1430566,0.002234220504760742,0.002253293991088867,0.004547834396362305
143,1744670946.1435978,1744670946.1459208,1744670946.145983,1744670946.1483572,0.0023229122161865234,0.0023741722106933594,0.004759311676025391
144,1744670946.1487043,1744670946.1511226,1744670946.1511943,1744670946.1546094,0.0024182796478271484,0.0034151077270507812,0.0059051513671875
145,1744670946.154995,1744670946.1574805,1744670946.1575427,1744670946.1598382,0.002485513687133789,0.0022954940795898438,0.004843235015869141
146,1744670946.1601896,1744670946.1623764,1744670946.1624384,1744670946.1648204,0.0021867752075195312,0.002382040023803711,0.0046308040618896484
147,1744670946.165168,1744670946.1677353,1744670946.167803,1744670946.1701791,0.002567291259765625,0.002376079559326172,0.005011081695556641
148,1744670946.1705267,1744670946.1727242,1744670946.1727862,1744670946.1749349,0.0021975040435791016,0.0021486282348632812,0.004408121109008789
149,1744670946.175284,1744670946.1775012,1744670946.1775632,1744670946.1799214,0.0022172927856445312,0.0023581981658935547,0.004637479782104492
150,1744670946.18028,1744670946.1824372,1744670946.182507,1744670946.1847062,0.0021572113037109375,0.0021991729736328125,0.004426240921020508
151,1744670946.1850708,1744670946.1876185,1744670946.1876912,1744670946.1897068,0.002547740936279297,0.0020155906677246094,0.004636049270629883
152,1744670946.1900647,1744670946.1922877,1744670946.1923497,1744670946.1945183,0.0022230148315429688,0.0021686553955078125,0.0044536590576171875
153,1744670946.1949887,1744670946.1971364,1744670946.1971965,1744670946.199351,0.002147674560546875,0.0021545886993408203,0.004362344741821289
154,1744670946.1997132,1744670946.2018836,1744670946.2019417,1744670946.2041485,0.0021703243255615234,0.0022068023681640625,0.004435300827026367
155,1744670946.2044942,1744670946.206722,1744670946.2067828,1744670946.2091417,0.002227783203125,0.0023589134216308594,0.004647493362426758
156,1744670946.209492,1744670946.2117662,1744670946.2118278,1744670946.2144227,0.0022742748260498047,0.0025949478149414062,0.004930734634399414
157,1744670946.2148004,1744670946.218513,1744670946.2185774,1744670946.2208662,0.0037126541137695312,0.002288818359375,0.006065845489501953
158,1744670946.2212174,1744670946.223525,1744670946.2236154,1744670946.2262175,0.0023076534271240234,0.002602100372314453,0.005000114440917969
159,1744670946.2265732,1744670946.2288253,1744670946.228887,1744670946.23119,0.0022521018981933594,0.002302885055541992,0.004616737365722656
160,1744670946.2315838,1744670946.233857,1744670946.2339408,1744670946.2362285,0.002273082733154297,0.002287626266479492,0.004644632339477539
161,1744670946.2365718,1744670946.2387455,1744670946.2388062,1744670946.241106,0.0021736621856689453,0.002299785614013672,0.004534244537353516
162,1744670946.2414484,1744670946.2436242,1744670946.243698,1744670946.2461154,0.0021758079528808594,0.0024175643920898438,0.004667043685913086
163,1744670946.2465723,1744670946.2490563,1744670946.24913,1744670946.2514076,0.0024840831756591797,0.0022776126861572266,0.004835367202758789
164,1744670946.2517908,1744670946.254153,1744670946.2542818,1744670946.2566788,0.0023622512817382812,0.0023970603942871094,0.004888057708740234
165,1744670946.257069,1744670946.2604885,1744670946.2605705,1744670946.263026,0.0034193992614746094,0.002455472946166992,0.005956888198852539
166,1744670946.2633817,1744670946.2655704,1744670946.2656312,1744670946.2679543,0.0021886825561523438,0.002323150634765625,0.004572629928588867
167,1744670946.2683535,1744670946.2709417,1744670946.2710044,1744670946.273237,0.0025882720947265625,0.0022325515747070312,0.004883527755737305
168,1744670946.273662,1744670946.27632,1744670946.2764125,1744670946.278436,0.0026578903198242188,0.002023458480834961,0.004773855209350586
169,1744670946.2787867,1744670946.281137,1744670946.2812092,1744670946.2833912,0.002350330352783203,0.0021820068359375,0.0046045780181884766
170,1744670946.2838104,1744670946.2861705,1744670946.2863412,1744670946.288493,0.002360105514526367,0.0021517276763916016,0.0046825408935546875
171,1744670946.2888482,1744670946.29138,1744670946.2915354,1744670946.2936826,0.002531766891479492,0.002147197723388672,0.004834413528442383
172,1744670946.2940276,1744670946.2962701,1744670946.2963371,1744670946.2985728,0.002242565155029297,0.0022356510162353516,0.0045452117919921875
173,1744670946.298966,1744670946.301395,1744670946.3015518,1744670946.3037574,0.0024290084838867188,0.0022056102752685547,0.0047914981842041016
174,1744670946.3041425,1744670946.30637,1744670946.306513,1744670946.3087401,0.0022275447845458984,0.0022270679473876953,0.004597663879394531
175,1744670946.3090923,1744670946.3115914,1744670946.3116736,1744670946.3139062,0.002499103546142578,0.0022325515747070312,0.0048139095306396484
176,1744670946.314258,1744670946.316452,1744670946.3165138,1744670946.3188665,0.002193927764892578,0.0023527145385742188,0.0046083927154541016
177,1744670946.3193228,1744670946.3215601,1744670946.321635,1744670946.3239622,0.0022373199462890625,0.0023272037506103516,0.004639387130737305
178,1744670946.3243084,1744670946.3264747,1744670946.326535,1744670946.3288126,0.002166271209716797,0.0022776126861572266,0.004504203796386719
179,1744670946.3291628,1744670946.3314242,1744670946.3314989,1744670946.3337183,0.0022614002227783203,0.0022194385528564453,0.004555463790893555
180,1744670946.3340924,1744670946.3362646,1744670946.3363266,1744670946.3384516,0.002172231674194336,0.0021250247955322266,0.004359245300292969
181,1744670946.339009,1744670946.3410854,1744670946.3411572,1744670946.3434575,0.002076387405395508,0.002300262451171875,0.004448413848876953
182,1744670946.3438182,1744670946.3459804,1744670946.3460467,1744670946.348259,0.0021622180938720703,0.0022122859954833984,0.004440784454345703
183,1744670946.3486075,1744670946.3507202,1744670946.35078,1744670946.3533456,0.0021126270294189453,0.002565622329711914,0.0047380924224853516
184,1744670946.3537018,1744670946.3566282,1744670946.3567002,1744670946.3586795,0.002926349639892578,0.001979351043701172,0.004977703094482422
185,1744670946.3590577,1744670946.361342,1744670946.361403,1744670946.3636208,0.0022842884063720703,0.0022177696228027344,0.004563093185424805
186,1744670946.363972,1744670946.3675027,1744670946.367576,1744670946.3699052,0.003530740737915039,0.0023293495178222656,0.005933284759521484
187,1744670946.370251,1744670946.3725333,1744670946.3725965,1744670946.3747609,0.002282381057739258,0.0021643638610839844,0.004509925842285156
188,1744670946.375137,1744670946.377336,1744670946.377409,1744670946.3800545,0.002198934555053711,0.0026454925537109375,0.0049173831939697266
189,1744670946.3804314,1744670946.3827677,1744670946.3829768,1744670946.385095,0.002336263656616211,0.0021181106567382812,0.0046634674072265625
190,1744670946.3855286,1744670946.3878129,1744670946.3878775,1744670946.390094,0.0022842884063720703,0.0022165775299072266,0.00456547737121582
191,1744670946.3904338,1744670946.3926919,1744670946.3927572,1744670946.3950474,0.0022580623626708984,0.0022902488708496094,0.004613637924194336
192,1744670946.3953917,1744670946.3976514,1744670946.3977122,1744670946.4003904,0.0022597312927246094,0.0026781558990478516,0.004998683929443359
193,1744670946.4007337,1744670946.402754,1744670946.4028149,1744670946.4051023,0.0020203590393066406,0.0022873878479003906,0.00436854362487793
194,1744670946.405465,1744670946.4076755,1744670946.40774,1744670946.409919,0.0022106170654296875,0.0021789073944091797,0.004454135894775391
195,1744670946.4102814,1744670946.4125123,1744670946.412574,1744670946.4147646,0.0022308826446533203,0.0021905899047851562,0.004483222961425781
196,1744670946.4151542,1744670946.4185998,1744670946.4187543,1744670946.4211454,0.0034456253051757812,0.0023910999298095703,0.005991220474243164
197,1744670946.421501,1744670946.4237795,1744670946.4238527,1744670946.4260073,0.002278566360473633,0.0021545886993408203,0.004506349563598633
198,1744670946.4263563,1744670946.4285028,1744670946.4285648,1744670946.430745,0.002146482467651367,0.0021800994873046875,0.004388570785522461
199,1744670946.4311473,1744670946.4333045,1744670946.4333644,1744670946.4355595,0.0021572113037109375,0.002195119857788086,0.004412174224853516
200,1744670946.4359078,1744670946.4380114,1744670946.438071,1744670946.4402099,0.002103567123413086,0.002138853073120117,0.004302024841308594
201,1744670946.4405746,1744670946.4428024,1744670946.442864,1744670946.4454255,0.002227783203125,0.0025615692138671875,0.004850864410400391
202,1744670946.4459476,1744670946.4481244,1744670946.4481928,1744670946.4506931,0.0021767616271972656,0.002500295639038086,0.0047454833984375
203,1744670946.4510944,1744670946.4533641,1744670946.4534278,1744670946.4556956,0.002269744873046875,0.0022678375244140625,0.004601240158081055
204,1744670946.4560387,1744670946.4581552,1744670946.458217,1744670946.461329,0.0021164417266845703,0.0031120777130126953,0.00529026985168457
205,1744670946.4617367,1744670946.464267,1744670946.4643342,1744670946.4665642,0.002530336380004883,0.002229928970336914,0.0048274993896484375
206,1744670946.4670482,1744670946.4700234,1744670946.4702299,1744670946.4729538,0.0029752254486083984,0.0027239322662353516,0.005905628204345703
207,1744670946.4733903,1744670946.4759176,1744670946.4759817,1744670946.478325,0.0025272369384765625,0.0023431777954101562,0.004934549331665039
208,1744670946.4787772,1744670946.481004,1744670946.481078,1744670946.4833574,0.0022268295288085938,0.002279520034790039,0.004580259323120117
209,1744670946.4837427,1744670946.4859388,1744670946.4860034,1744670946.4882061,0.002196073532104492,0.002202749252319336,0.0044634342193603516
210,1744670946.4885764,1744670946.4907973,1744670946.4908571,1744670946.493987,0.0022208690643310547,0.0031299591064453125,0.005410671234130859
