request_id,before_calling_prefix_match_timestamp,received_by_prefix_match_timestamp,completed_prefix_match_timestamp,after_calling_prefix_match_timestamp,before_calling_insert_timestamp,after_calling_insert_timestamp,received_by_insert_timestamp,completed_insert_timestamp,prefix_match_client_to_server_duration,prefix_match_processing_duration,prefix_match_server_to_client_duration,prefix_match_total_duration,insert_client_to_server_duration,insert_processing_duration,insert_server_to_client_duration,insert_total_duration,total_request_time_duration
30,1744654753.521112,1744654753.565987,1744654753.5661933,1744654753.5705361,1744654753.5706062,1744654753.5709968,1744654753.5858862,1744654753.5862207,0.044875144958496094,0.00020623207092285156,0.004342794418334961,0.049424171447753906,0.015280008316040039,0.0003345012664794922,-0.015223979949951172,0.0003905296325683594,0.049884796142578125
31,1744654753.5221376,1744654753.56357,1744654753.5646362,1744654753.5689049,1744654753.5689857,1744654753.569198,1744654753.5850363,1744654753.5855875,0.04143238067626953,0.0010662078857421875,0.004268646240234375,0.046767234802246094,0.01605057716369629,0.0005512237548828125,-0.01638960838317871,0.00021219253540039062,0.047060251235961914
32,1744654753.5288496,1744654753.5673423,1744654753.567563,1744654753.5743437,1744654753.5744147,1744654753.5746262,1744654753.5864363,1744654753.5865035,0.038492679595947266,0.00022077560424804688,0.0067806243896484375,0.04549407958984375,0.012021541595458984,6.723403930664062e-05,-0.011877298355102539,0.00021147727966308594,0.0457766056060791
33,1744654753.5339875,1744654753.5758088,1744654753.5761943,1744654753.5794566,1744654753.5795314,1744654753.5797842,1744654753.5866911,1744654753.5867836,0.04182124137878418,0.00038552284240722656,0.0032622814178466797,0.045469045639038086,0.007159709930419922,9.250640869140625e-05,-0.006999492645263672,0.00025272369384765625,0.04579663276672363
34,1744654753.5420604,1744654753.55877,1744654753.558896,1744654753.5630538,1744654753.5631278,1744654753.5633597,1744654753.5804107,1744654753.5806732,0.016709566116333008,0.00012612342834472656,0.0041577816009521484,0.020993471145629883,0.017282962799072266,0.0002624988555908203,-0.017313480377197266,0.0002319812774658203,0.021299362182617188
42,1744654754.8290315,1744654754.8406708,1744654754.8408031,1744654754.8470972,1744654754.84837,1744654754.8542595,1744654754.8610177,1744654754.8611374,0.01163935661315918,0.0001323223114013672,0.0062940120697021484,0.018065690994262695,0.012647628784179688,0.00011968612670898438,-0.006877899169921875,0.005889415740966797,0.025228023529052734
43,1744654754.881009,1744654754.8876133,1744654754.8877265,1744654754.8941286,1744654754.8977869,1744654754.913176,1744654754.9163194,1744654754.9164848,0.006604194641113281,0.00011324882507324219,0.006402015686035156,0.01311945915222168,0.018532514572143555,0.00016546249389648438,-0.0033087730407714844,0.015389204025268555,0.03216695785522461
44,1744654754.9534807,1744654754.960245,1744654754.9603758,1744654754.969264,1744654754.9708815,1744654754.9767795,1744654754.9838927,1744654754.9840157,0.00676417350769043,0.0001308917999267578,0.00888824462890625,0.015783309936523438,0.01301121711730957,0.00012302398681640625,-0.0072362422943115234,0.005897998809814453,0.02329874038696289
45,1744654754.98681,1744654754.991812,1744654754.9919112,1744654754.9956062,1744654754.9965491,1744654755.0011215,1744654755.0039868,1744654755.004081,0.005002021789550781,9.918212890625e-05,0.0036950111389160156,0.008796215057373047,0.007437705993652344,9.417533874511719e-05,-0.0029594898223876953,0.004572391510009766,0.014311552047729492
46,1744654755.0663028,1744654755.0700245,1744654755.070158,1744654755.078412,1744654755.0785954,1744654755.0825617,1744654755.0866864,1744654755.0867918,0.0037217140197753906,0.000133514404296875,0.008254051208496094,0.01210927963256836,0.008090972900390625,0.00010538101196289062,-0.004230022430419922,0.003966331481933594,0.016258955001831055
47,1744654755.2754672,1744654755.2871442,1744654755.2872863,1744654755.2953224,1744654755.297282,1744654755.3023942,1744654755.3071644,1744654755.3073306,0.011677026748657227,0.00014209747314453125,0.008036136627197266,0.019855260848999023,0.009882450103759766,0.00016617774963378906,-0.0049364566802978516,0.005112171173095703,0.02692699432373047
48,1744654755.427684,1744654755.4350133,1744654755.4350948,1744654755.451546,1744654755.452296,1744654755.459455,1744654755.4686668,1744654755.468848,0.007329225540161133,8.153915405273438e-05,0.016451120376586914,0.02386188507080078,0.016370773315429688,0.0001811981201171875,-0.009392976760864258,0.007158994674682617,0.031770944595336914
50,1744654755.572414,1744654755.5803993,1744654755.5805461,1744654755.5868368,1744654755.5876944,1744654755.5945144,1744654755.6015506,1744654755.6016552,0.007985353469848633,0.0001468658447265625,0.0062906742095947266,0.014422893524169922,0.013856172561645508,0.00010466575622558594,-0.0071408748626708984,0.006819963455200195,0.022100448608398438
51,1744654755.603171,1744654755.610537,1744654755.610685,1744654755.616077,1744654755.616786,1744654755.625303,1744654755.6314762,1744654755.6316035,0.0073659420013427734,0.0001480579376220703,0.005391836166381836,0.01290583610534668,0.014690160751342773,0.00012731552124023438,-0.006300449371337891,0.008517026901245117,0.022131919860839844
